date,open,high,low,close,volume,ticker,source
2010-12-03,11.32179,11.38036,11.29786,11.33714,342092800.0,AAPL,twelvedata
2010-12-06,11.38,11.51179,11.37214,11.43393,448481600.0,AAPL,twelvedata
2010-12-07,11.56429,11.57107,11.36143,11.36464,391454000.0,AAPL,twelvedata
2010-12-08,11.41536,11.465,11.32536,11.46464,321935600.0,AAPL,twelvedata
2010-12-09,11.50464,11.51786,11.39357,11.42,294151200.0,AAPL,twelvedata
2010-12-10,11.41607,11.46607,11.37857,11.44857,262511200.0,AAPL,twelvedata
2010-12-13,11.58464,11.60929,11.46429,11.48821,439815600.0,AAPL,twelvedata
2010-12-14,11.49036,11.51929,11.39286,11.43893,351008000.0,AAPL,twelvedata
2010-12-15,11.42857,11.53571,11.39964,11.44143,417312000.0,AAPL,twelvedata
2010-12-16,11.4675,11.52179,11.43214,11.47321,322030800.0,AAPL,twelvedata
2010-12-17,11.48679,11.4925,11.43679,11.45036,386929200.0,AAPL,twelvedata
2010-12-20,11.48571,11.54464,11.36536,11.5075,385610400.0,AAPL,twelvedata
2010-12-21,11.53571,11.58536,11.50179,11.57857,256354000.0,AAPL,twelvedata
2010-12-22,11.58429,11.63286,11.55536,11.61286,265921600.0,AAPL,twelvedata
2010-12-23,11.60714,11.6125,11.54179,11.55714,223157200.0,AAPL,twelvedata
2010-12-27,11.53036,11.62286,11.48286,11.59571,249816000.0,AAPL,twelvedata
2010-12-28,11.63964,11.66643,11.60929,11.62393,175924000.0,AAPL,twelvedata
2010-12-29,11.65071,11.65893,11.61071,11.6175,163139200.0,AAPL,twelvedata
2010-12-30,11.62429,11.62536,11.5375,11.55929,157494400.0,AAPL,twelvedata
2010-12-31,11.53393,11.55286,11.47536,11.52,193508000.0,AAPL,twelvedata
2011-01-03,11.63,11.795,11.60143,11.77036,445138400.0,AAPL,twelvedata
2011-01-04,11.87286,11.875,11.71964,11.83179,309080800.0,AAPL,twelvedata
2011-01-05,11.76964,11.94071,11.76786,11.92857,255519600.0,AAPL,twelvedata
2011-01-06,11.95429,11.97321,11.88929,11.91893,300428800.0,AAPL,twelvedata
2011-01-07,11.92821,12.0125,11.85357,12.0042858,311931200.0,AAPL,twelvedata
2011-01-10,12.10107,12.25821,12.041786,12.23036,448560000.0,AAPL,twelvedata
2011-01-11,12.31714,12.32,12.12393,12.20143,444108000.0,AAPL,twelvedata
2011-01-12,12.25893,12.30107,12.21429,12.30071,302590400.0,AAPL,twelvedata
2011-01-13,12.32714,12.38,12.28036,12.34571,296780400.0,AAPL,twelvedata
2011-01-14,12.35321,12.44571,12.30143,12.44571,308840000.0,AAPL,twelvedata
2011-01-18,11.76857,12.31286,11.64286,12.16607,1880998000.0,AAPL,twelvedata
2011-01-19,12.44107,12.45,12.031429,12.10143,1135612800.0,AAPL,twelvedata
2011-01-20,12.015357,12.082143,11.79,11.88143,764789200.0,AAPL,twelvedata
2011-01-21,11.92036,11.96,11.66536,11.66857,754401200.0,AAPL,twelvedata
2011-01-24,11.67393,12.051786,11.66857,12.051786,574683200.0,AAPL,twelvedata
2011-01-25,12.011786,12.19429,11.94893,12.19286,546868000.0,AAPL,twelvedata
2011-01-26,12.24857,12.34286,12.19643,12.28036,506875600.0,AAPL,twelvedata
2011-01-27,12.27786,12.31036,12.24393,12.2575,285026000.0,AAPL,twelvedata
2011-01-28,12.29179,12.3,11.91179,12.0035706,592057200.0,AAPL,twelvedata
2011-01-31,11.99286,12.14429,11.93929,12.11857,377246800.0,AAPL,twelvedata
2011-02-01,12.18929,12.34464,12.17786,12.3225,426633200.0,AAPL,twelvedata
2011-02-02,12.30179,12.33036,12.26964,12.29714,258955200.0,AAPL,twelvedata
2011-02-03,12.27857,12.29429,12.091071,12.26571,393797600.0,AAPL,twelvedata
2011-02-04,12.27286,12.38214,12.26821,12.375,321840400.0,AAPL,twelvedata
2011-02-07,12.42464,12.61607,12.41571,12.56714,485021600.0,AAPL,twelvedata
2011-02-08,12.63143,12.69714,12.57679,12.68571,381040800.0,AAPL,twelvedata
2011-02-09,12.68536,12.82143,12.67393,12.79143,482745200.0,AAPL,twelvedata
2011-02-10,12.76393,12.85714,12.42857,12.66214,928550000.0,AAPL,twelvedata
2011-02-11,12.66964,12.77857,12.62643,12.74464,367572800.0,AAPL,twelvedata
2011-02-14,12.7425,12.83857,12.73964,12.82786,310416400.0,AAPL,twelvedata
2011-02-15,12.82821,12.85607,12.76964,12.85357,284174800.0,AAPL,twelvedata
2011-02-16,12.88571,13.032143,12.875,12.96893,481157600.0,AAPL,twelvedata
2011-02-17,12.75893,12.86679,12.73286,12.79643,530583200.0,AAPL,twelvedata
2011-02-18,12.81107,12.83929,12.48286,12.52,816057200.0,AAPL,twelvedata
2011-02-22,12.21964,12.33571,12.061429,12.093214,872555600.0,AAPL,twelvedata
2011-02-23,12.098929,12.30857,12.093214,12.23643,671854400.0,AAPL,twelvedata
2011-02-24,12.28643,12.32679,12.084643,12.24571,499900800.0,AAPL,twelvedata
2011-02-25,12.33071,12.44393,12.31429,12.43429,380018800.0,AAPL,twelvedata
2011-02-28,12.54429,12.68036,12.54,12.61464,403074000.0,AAPL,twelvedata
2011-03-01,12.69536,12.70429,12.41714,12.47536,456136800.0,AAPL,twelvedata
2011-03-02,12.49857,12.65536,12.44286,12.57571,602590800.0,AAPL,twelvedata
2011-03-03,12.75679,12.84964,12.71143,12.84143,500788400.0,AAPL,twelvedata
2011-03-04,12.85964,12.8675,12.77679,12.85714,453266800.0,AAPL,twelvedata
2011-03-07,12.90714,12.91679,12.54679,12.69143,546123200.0,AAPL,twelvedata
2011-03-08,12.67536,12.76429,12.58036,12.70571,356316800.0,AAPL,twelvedata
2011-03-09,12.6675,12.67,12.52143,12.58821,453306000.0,AAPL,twelvedata
2011-03-10,12.46857,12.49179,12.31786,12.38107,507539200.0,AAPL,twelvedata
2011-03-11,12.33321,12.58286,12.32143,12.57107,471080400.0,AAPL,twelvedata
2011-03-14,12.61357,12.73143,12.54679,12.62714,435957200.0,AAPL,twelvedata
2011-03-15,12.21786,12.42286,12.14643,12.33679,721081200.0,AAPL,twelvedata
2011-03-16,12.21429,12.25,11.65214,11.78607,1162011200.0,AAPL,twelvedata
2011-03-17,12.029643,12.12893,11.80929,11.95143,659422400.0,AAPL,twelvedata
2011-03-18,12.040357,12.078571,11.78571,11.80964,753214000.0,AAPL,twelvedata
2011-03-21,11.99964,12.13357,11.97357,12.11786,409402000.0,AAPL,twelvedata
2011-03-22,12.23429,12.23643,12.11214,12.18571,325922800.0,AAPL,twelvedata
2011-03-23,12.11714,12.15071,11.99821,12.11393,372996400.0,AAPL,twelvedata
2011-03-24,12.20893,12.35714,12.10214,12.32036,404712000.0,AAPL,twelvedata
2011-03-25,12.43107,12.57357,12.39357,12.555,448910000.0,AAPL,twelvedata
2011-03-28,12.6125,12.65429,12.51571,12.51571,309355200.0,AAPL,twelvedata
2011-03-29,12.41643,12.53429,12.35929,12.53429,352900800.0,AAPL,twelvedata
2011-03-30,12.52286,12.53143,12.40857,12.45107,329406000.0,AAPL,twelvedata
2011-03-31,12.37,12.49286,12.35929,12.44679,274019200.0,AAPL,twelvedata
2011-04-01,12.53964,12.55679,12.26071,12.30571,418661600.0,AAPL,twelvedata
2011-04-04,12.29679,12.30714,12.085714,12.18536,460084800.0,AAPL,twelvedata
2011-04-05,12.035357,12.22321,12.0,12.10321,482731200.0,AAPL,twelvedata
2011-04-06,12.18643,12.28214,12.040714,12.072857,402539200.0,AAPL,twelvedata
2011-04-07,12.075,12.15821,12.001071,12.074286,373447200.0,AAPL,twelvedata
2011-04-08,12.14,12.14821,11.92679,11.96643,377535200.0,AAPL,twelvedata
2011-04-11,11.93071,11.98821,11.78643,11.81429,398946800.0,AAPL,twelvedata
2011-04-12,11.80321,11.91893,11.79286,11.87143,425639200.0,AAPL,twelvedata
2011-04-13,11.965,12.0050001,11.87571,12.0046434,346220000.0,AAPL,twelvedata
2011-04-14,11.95714,12.0,11.85929,11.87214,301800800.0,AAPL,twelvedata
2011-04-15,11.90357,11.91571,11.67143,11.695,453605600.0,AAPL,twelvedata
2011-04-18,11.64643,11.86536,11.43429,11.85179,609898800.0,AAPL,twelvedata
2011-04-19,11.89643,12.070714,11.84679,12.066429,419378400.0,AAPL,twelvedata
2011-04-20,12.26821,12.34821,12.19643,12.22893,700666400.0,AAPL,twelvedata
2011-04-21,12.67857,12.68321,12.44714,12.525,753810400.0,AAPL,twelvedata
2011-04-25,12.51214,12.63393,12.51071,12.6075,266546000.0,AAPL,twelvedata
2011-04-26,12.62929,12.67821,12.47679,12.515,338800000.0,AAPL,twelvedata
2011-04-27,12.58,12.58393,12.39643,12.50536,356213200.0,AAPL,twelvedata
2011-04-28,12.36393,12.49107,12.34,12.38393,360959200.0,AAPL,twelvedata
2011-04-29,12.385,12.64107,12.38107,12.50464,1006345200.0,AAPL,twelvedata
2011-05-02,12.49071,12.51679,12.33929,12.36714,442713600.0,AAPL,twelvedata
2011-05-03,12.42821,12.49607,12.34357,12.43571,313348000.0,AAPL,twelvedata
2011-05-04,12.43786,12.56536,12.38857,12.48464,389250400.0,AAPL,twelvedata
2011-05-05,12.44286,12.53393,12.35893,12.38393,335969200.0,AAPL,twelvedata
2011-05-06,12.48893,12.5,12.36464,12.38071,280134400.0,AAPL,twelvedata
2011-05-09,12.42357,12.47143,12.37607,12.41429,204747200.0,AAPL,twelvedata
2011-05-10,12.46036,12.48893,12.38071,12.48036,282091600.0,AAPL,twelvedata
2011-05-11,12.465,12.5,12.33,12.40107,336000000.0,AAPL,twelvedata
2011-05-12,12.36143,12.39714,12.22393,12.3775,322000000.0,AAPL,twelvedata
2011-05-13,12.345,12.36607,12.15536,12.16071,326116000.0,AAPL,twelvedata
2011-05-16,12.11429,12.18643,11.87857,11.90357,449775200.0,AAPL,twelvedata
2011-05-17,11.85714,12.0050001,11.81179,12.0050001,452334400.0,AAPL,twelvedata
2011-05-18,12.016786,12.18036,12.0,12.13821,334776400.0,AAPL,twelvedata
2011-05-19,12.21714,12.22893,12.095357,12.16179,261170000.0,AAPL,twelvedata
2011-05-20,12.12714,12.17679,11.965,11.97214,337968400.0,AAPL,twelvedata
2011-05-23,11.78464,11.99929,11.765,11.94286,383600000.0,AAPL,twelvedata
2011-05-24,11.98214,11.99643,11.83357,11.86393,321927200.0,AAPL,twelvedata
2011-05-25,11.90821,12.091429,11.8875,12.027857,294224000.0,AAPL,twelvedata
2011-05-26,11.99893,12.031786,11.94393,11.96429,222560800.0,AAPL,twelvedata
2011-05-27,11.95714,12.058214,11.93964,12.050357,203599200.0,AAPL,twelvedata
2011-05-31,12.18214,12.4225,12.17857,12.4225,417754400.0,AAPL,twelvedata
2011-06-01,12.45964,12.57607,12.30893,12.33964,554682800.0,AAPL,twelvedata
2011-06-02,12.375,12.42786,12.29643,12.36071,338783200.0,AAPL,twelvedata
2011-06-03,12.25643,12.33321,12.21464,12.26571,313250000.0,AAPL,twelvedata
2011-06-06,12.34643,12.39464,12.064643,12.072857,461941200.0,AAPL,twelvedata
2011-06-07,12.0775,12.079286,11.85357,11.85857,529785200.0,AAPL,twelvedata
2011-06-08,11.84929,11.95714,11.80893,11.86571,333723600.0,AAPL,twelvedata
2011-06-09,11.90179,11.91679,11.8125,11.83893,275088800.0,AAPL,twelvedata
2011-06-10,11.80536,11.845,11.62536,11.63929,433955200.0,AAPL,twelvedata
2011-06-13,11.68571,11.72536,11.60964,11.66429,329473200.0,AAPL,twelvedata
2011-06-14,11.78571,11.90179,11.76107,11.87286,334569200.0,AAPL,twelvedata
2011-06-15,11.77679,11.79643,11.60286,11.66964,399196000.0,AAPL,twelvedata
2011-06-16,11.675,11.73857,11.36893,11.61286,510591200.0,AAPL,twelvedata
2011-06-17,11.74964,11.75893,11.40571,11.43786,615020000.0,AAPL,twelvedata
2011-06-20,11.33429,11.34643,11.089286,11.26143,640645600.0,AAPL,twelvedata
2011-06-21,11.31,11.63571,11.25714,11.61786,493382400.0,AAPL,twelvedata
2011-06-22,11.61286,11.74643,11.51357,11.52179,390583200.0,AAPL,twelvedata
2011-06-23,11.39071,11.84607,11.36143,11.82964,559759200.0,AAPL,twelvedata
2011-06-24,11.83464,11.89821,11.61036,11.65536,439807200.0,AAPL,twelvedata
2011-06-27,11.69964,11.925,11.6875,11.85857,339813600.0,AAPL,twelvedata
2011-06-28,11.91607,12.025,11.90857,11.97357,294299600.0,AAPL,twelvedata
2011-06-29,12.0014286,12.013214,11.85286,11.93,352545200.0,AAPL,twelvedata
2011-06-30,11.95357,12.0046434,11.88714,11.98821,322954800.0,AAPL,twelvedata
2011-07-01,11.99821,12.26786,11.93571,12.25929,435313200.0,AAPL,twelvedata
2011-07-05,12.25,12.49393,12.23214,12.47964,355054000.0,AAPL,twelvedata
2011-07-06,12.4625,12.64643,12.3825,12.56286,444626000.0,AAPL,twelvedata
2011-07-07,12.66679,12.78571,12.64286,12.75714,399663600.0,AAPL,twelvedata
2011-07-08,12.61929,12.85714,12.57857,12.84679,489633200.0,AAPL,twelvedata
2011-07-11,12.72643,12.84893,12.60071,12.64286,442674400.0,AAPL,twelvedata
2011-07-12,12.62607,12.77429,12.45071,12.63393,451609200.0,AAPL,twelvedata
2011-07-13,12.7975,12.85714,12.72786,12.78643,391638800.0,AAPL,twelvedata
2011-07-14,12.89321,12.91464,12.72643,12.7775,430533600.0,AAPL,twelvedata
2011-07-15,12.89893,13.035714,12.8275,13.032857,484467200.0,AAPL,twelvedata
2011-07-18,13.051071,13.38036,13.045714,13.35,572653200.0,AAPL,twelvedata
2011-07-19,13.5,13.52321,13.33286,13.45893,819145600.0,AAPL,twelvedata
2011-07-20,14.14714,14.1525,13.78571,13.81786,941340400.0,AAPL,twelvedata
2011-07-21,13.81964,13.93071,13.71071,13.83179,526534400.0,AAPL,twelvedata
2011-07-22,13.86857,14.10893,13.84821,14.046429,516728800.0,AAPL,twelvedata
2011-07-25,13.94107,14.28571,13.915,14.23214,589806000.0,AAPL,twelvedata
2011-07-26,14.28571,14.44643,14.27429,14.4075,476582400.0,AAPL,twelvedata
2011-07-27,14.30679,14.38,14.0053568,14.021071,659324400.0,AAPL,twelvedata
2011-07-28,13.98643,14.17821,13.86179,13.99357,594034000.0,AAPL,twelvedata
2011-07-29,13.84429,14.1125,13.71429,13.94571,632584400.0,AAPL,twelvedata
2011-08-01,14.20643,14.26786,14.013214,14.16964,612836000.0,AAPL,twelvedata
2011-08-02,14.20179,14.21071,13.86964,13.88964,639539600.0,AAPL,twelvedata
2011-08-03,13.96357,14.055357,13.65143,14.020357,732508000.0,AAPL,twelvedata
2011-08-04,13.9075,13.97571,13.47679,13.4775,871407600.0,AAPL,twelvedata
2011-08-05,13.58714,13.69643,12.94893,13.34357,1204590800.0,AAPL,twelvedata
2011-08-08,12.9175,13.13464,12.60786,12.61464,1143833600.0,AAPL,twelvedata
2011-08-09,12.90357,13.37893,12.67857,13.3575,1082583600.0,AAPL,twelvedata
2011-08-10,13.25536,13.38036,12.94643,12.98893,878656800.0,AAPL,twelvedata
2011-08-11,13.23286,13.40893,13.025714,13.34643,741969200.0,AAPL,twelvedata
2011-08-12,13.5025,13.55857,13.36536,13.46393,528976000.0,AAPL,twelvedata
2011-08-15,13.55821,13.74893,13.50321,13.69321,460544000.0,AAPL,twelvedata
2011-08-16,13.62571,13.69179,13.43071,13.58857,498750000.0,AAPL,twelvedata
2011-08-17,13.65393,13.73286,13.5,13.58714,442061200.0,AAPL,twelvedata
2011-08-18,13.24429,13.30893,12.90607,13.073214,851435200.0,AAPL,twelvedata
2011-08-19,12.93464,13.10714,12.71429,12.71536,775888400.0,AAPL,twelvedata
2011-08-22,13.018214,13.031429,12.68179,12.73,535315200.0,AAPL,twelvedata
2011-08-23,12.86786,13.34429,12.75,13.34286,656835200.0,AAPL,twelvedata
2011-08-24,13.33821,13.53429,13.23571,13.435,626267600.0,AAPL,twelvedata
2011-08-25,13.038571,13.40893,13.035714,13.34714,871346000.0,AAPL,twelvedata
2011-08-26,13.25607,13.70714,13.24286,13.69929,641477200.0,AAPL,twelvedata
2011-08-29,13.86357,13.98214,13.85714,13.9275,405269200.0,AAPL,twelvedata
2011-08-30,13.86607,13.99429,13.79321,13.92821,417922400.0,AAPL,twelvedata
2011-08-31,13.94893,14.0028572,13.63786,13.74393,522586400.0,AAPL,twelvedata
